cell_id,cy,cx,bldg_n,glass_frac,road_segs,shore_dist,mort_n,risk_p,risk,baseline_risk,intervention_risk,expected_reduction,best_intervention,intervention_rankings
199,41.8705,-87.6605,96.0,0.6082474226804123,22.0,0.13750000000000284,0.0,0.2148700700222707,Low,0.2148700700222707,0.19403884807073843,9.694799256766277,Reduced night lighting,Reduced night lighting (9.7%); Vegetation buffer (4.7%); Wildlife crossing corridor (3.4%); Anti-collision window film (-24.5%)
200,41.8735,-87.6605,148.0,0.6912751677852349,33.0,0.13750000000000284,0.0,0.24438621233992264,Low,0.24438621233992264,0.17701239262560362,27.56858460599535,Wildlife crossing corridor,Wildlife crossing corridor (27.6%); Reduced night lighting (14.1%); Vegetation buffer (-6.1%); Anti-collision window film (-8.7%)
201,41.87650000000001,-87.6605,17.0,0.3333333333333333,29.0,0.13750000000000284,0.0,0.2374642814464038,Low,0.2374642814464038,0.20653029716463484,13.026794637639359,Wildlife crossing corridor,Wildlife crossing corridor (13.0%); Reduced night lighting (10.1%); Vegetation buffer (-2.4%); Anti-collision window film (-44.6%)
202,41.8795,-87.6605,50.0,0.13725490196078433,17.0,0.13750000000000284,0.0,0.27606181798898494,Low,0.27606181798898494,0.2598233491959073,5.882185704408255,Reduced night lighting,Reduced night lighting (5.9%); Anti-collision window film (3.2%); Vegetation buffer (3.1%); Wildlife crossing corridor (1.6%)
203,41.88250000000001,-87.6605,86.0,0.9195402298850575,17.0,0.13750000000000284,0.0,0.221437816942565,Low,0.221437816942565,0.19191581600327548,13.331959891451937,Anti-collision window film,Anti-collision window film (13.3%); Vegetation buffer (12.2%); Reduced night lighting (-3.3%); Wildlife crossing corridor (-7.9%)
204,41.8855,-87.6605,29.0,0.8666666666666667,30.0,0.13750000000000284,1.0,0.5915861624181502,Medium,0.5915861624181502,0.34659945927591634,41.41183798837238,Reduced night lighting,Reduced night lighting (41.4%); Vegetation buffer (37.9%); Anti-collision window film (33.7%); Wildlife crossing corridor (31.7%)
205,41.8885,-87.6605,29.0,0.9333333333333333,41.0,0.13750000000000284,0.0,0.14464883051234534,Low,0.14464883051234534,0.08930719045534331,38.25930694426097,Wildlife crossing corridor,Wildlife crossing corridor (38.3%); Anti-collision window film (-24.1%); Vegetation buffer (-24.8%); Reduced night lighting (-61.3%)
206,41.8915,-87.6605,171.0,0.9127906976744186,25.0,0.13750000000000284,0.0,0.01344945889217048,Low,0.01344945889217048,0.019969607999524408,-48.47889539369938,Wildlife crossing corridor,Wildlife crossing corridor (-48.5%); Reduced night lighting (-57.2%); Anti-collision window film (-57.2%); Vegetation buffer (-119.7%)
207,41.89450000000001,-87.6605,247.0,0.9032258064516129,22.0,0.13750000000000284,0.0,0.005170800892611734,Low,0.005170800892611734,0.008235347662606245,-59.26638510435141,Wildlife crossing corridor,Wildlife crossing corridor (-59.3%); Anti-collision window film (-228.2%); Reduced night lighting (-265.4%); Vegetation buffer (-361.0%)
208,41.8975,-87.6605,91.0,0.967391304347826,32.0,0.13750000000000284,0.0,0.042522016301207284,Low,0.042522016301207284,0.050130444271328685,-17.892914381638537,Wildlife crossing corridor,Wildlife crossing corridor (-17.9%); Anti-collision window film (-26.2%); Reduced night lighting (-30.6%); Vegetation buffer (-50.5%)
209,41.900499999999994,-87.6605,22.0,0.43478260869565216,23.0,0.13750000000000284,0.0,0.059434187534174454,Low,0.059434187534174454,0.04593995745176932,22.70449154309714,Vegetation buffer,Vegetation buffer (22.7%); Reduced night lighting (16.7%); Wildlife crossing corridor (3.7%); Anti-collision window film (-105.9%)
210,41.90350000000001,-87.6605,23.0,0.625,20.0,0.13750000000000284,0.0,0.043647438690615034,Low,0.043647438690615034,0.04557480263953741,-4.415754982976331,Reduced night lighting,Reduced night lighting (-4.4%); Vegetation buffer (-5.1%); Wildlife crossing corridor (-8.4%); Anti-collision window film (-29.3%)
211,41.9065,-87.6605,16.0,0.5294117647058824,23.0,0.13750000000000284,0.0,0.05248680662124988,Low,0.05248680662124988,0.04024623387813645,23.32123733768496,Vegetation buffer,Vegetation buffer (23.3%); Reduced night lighting (-3.6%); Wildlife crossing corridor (-4.3%); Anti-collision window film (-187.5%)
212,41.909499999999994,-87.6605,41.0,0.9761904761904762,25.0,0.13750000000000284,0.0,0.052505564516249985,Low,0.052505564516249985,0.05176740958217687,1.4058603899871664,Reduced night lighting,Reduced night lighting (1.4%); Vegetation buffer (-26.7%); Anti-collision window film (-38.2%); Wildlife crossing corridor (-44.1%)
213,41.9125,-87.6605,15.0,0.75,18.0,0.13750000000000284,0.0,0.03592570710093271,Low,0.03592570710093271,0.03951248830573155,-9.983884784012286,Wildlife crossing corridor,Wildlife crossing corridor (-10.0%); Vegetation buffer (-13.6%); Anti-collision window film (-14.0%); Reduced night lighting (-18.6%)
214,41.9155,-87.6605,2.0,0.6666666666666666,4.0,0.13750000000000284,0.0,0.03134837698446702,Low,0.03134837698446702,0.019470752696108522,37.88912036576505,Wildlife crossing corridor,Wildlife crossing corridor (37.9%); Reduced night lighting (0.0%); Vegetation buffer (-13.6%); Anti-collision window film (-60.9%)
215,41.918499999999995,-87.6605,46.0,0.9787234042553191,26.0,0.13750000000000284,0.0,0.038667341922676825,Low,0.038667341922676825,0.03562365944123915,7.871455161112787,Reduced night lighting,Reduced night lighting (7.9%); Wildlife crossing corridor (-13.2%); Vegetation buffer (-14.2%); Anti-collision window film (-15.0%)
216,41.92150000000001,-87.6605,6.0,0.8571428571428571,0.0,0.13750000000000284,0.0,0.033280068151993664,Low,0.033280068151993664,0.02799508329752991,15.880330624104062,Vegetation buffer,Vegetation buffer (15.9%); Reduced night lighting (6.1%); Anti-collision window film (3.1%); Wildlife crossing corridor (0.0%)
217,41.8315,-87.65749999999998,44.0,0.6666666666666666,5.0,0.13449999999998852,0.0,0.06681728125969114,Low,0.06681728125969114,0.07585496195977741,-13.525962939079406,Reduced night lighting,Reduced night lighting (-13.5%); Wildlife crossing corridor (-14.3%); Vegetation buffer (-20.3%); Anti-collision window film (-24.2%)
218,41.8345,-87.65749999999998,343.0,0.9302325581395349,36.0,0.13449999999998852,0.0,0.04438739192915771,Low,0.04438739192915771,0.014512745856658262,67.30435101972063,Wildlife crossing corridor,Wildlife crossing corridor (67.3%); Vegetation buffer (12.0%); Reduced night lighting (-9.3%); Anti-collision window film (-33.2%)
219,41.8375,-87.65749999999998,300.0,0.9568106312292359,33.0,0.13449999999998852,0.0,0.07326693932539123,Low,0.07326693932539123,0.010769782351308281,85.30062474224862,Wildlife crossing corridor,Wildlife crossing corridor (85.3%); Vegetation buffer (44.0%); Reduced night lighting (43.7%); Anti-collision window film (22.8%)
220,41.840500000000006,-87.65749999999998,340.0,0.9560117302052786,30.0,0.13449999999998852,0.0,0.02092030763696456,Low,0.02092030763696456,0.01392743085584991,33.426261709262725,Wildlife crossing corridor,Wildlife crossing corridor (33.4%); Vegetation buffer (-14.9%); Reduced night lighting (-37.9%); Anti-collision window film (-176.8%)
221,41.8435,-87.65749999999998,159.0,0.875,31.0,0.13449999999998852,0.0,0.12807396486134295,Low,0.12807396486134295,0.0653683747402017,48.96045046237802,Reduced night lighting,Reduced night lighting (49.0%); Vegetation buffer (48.5%); Wildlife crossing corridor (42.3%); Anti-collision window film (8.1%)
222,41.8465,-87.65749999999998,86.0,0.8045977011494253,12.0,0.13449999999998852,0.0,0.19009036925401307,Low,0.19009036925401307,0.16506402109198298,13.165500314530926,Reduced night lighting,Reduced night lighting (13.2%); Vegetation buffer (10.8%); Anti-collision window film (8.4%); Wildlife crossing corridor (4.7%)
223,41.849500000000006,-87.65749999999998,12.0,0.3076923076923077,2.0,0.13449999999998852,0.0,0.11708944456334631,Low,0.11708944456334631,0.11708944456334631,0.0,Reduced night lighting,Reduced night lighting (0.0%); Wildlife crossing corridor (0.0%); Vegetation buffer (-12.2%); Anti-collision window film (-43.7%)
224,41.8525,-87.65749999999998,13.0,0.07142857142857142,20.0,0.13449999999998852,0.0,0.18317015815884247,Low,0.18317015815884247,0.17733218207345178,3.187187336666534,Anti-collision window film,Anti-collision window film (3.2%); Reduced night lighting (0.0%); Vegetation buffer (0.0%); Wildlife crossing corridor (-15.4%)
225,41.855500000000006,-87.65749999999998,199.0,0.945,47.0,0.13449999999998852,0.0,0.148079969719343,Low,0.148079969719343,0.06388091291830261,56.86053080684946,Wildlife crossing corridor,Wildlife crossing corridor (56.9%); Vegetation buffer (10.5%); Anti-collision window film (-3.4%); Reduced night lighting (-27.8%)
226,41.8585,-87.65749999999998,194.0,0.9692307692307692,40.0,0.13449999999998852,0.0,0.13058828476909867,Low,0.13058828476909867,0.06504595263793778,50.19005513936446,Wildlife crossing corridor,Wildlife crossing corridor (50.2%); Anti-collision window film (-16.5%); Vegetation buffer (-23.8%); Reduced night lighting (-46.9%)
227,41.8615,-87.65749999999998,8.0,0.4444444444444444,40.0,0.13449999999998852,0.0,0.21356710589859035,Low,0.21356710589859035,0.16245556154773524,23.93231117488888,Wildlife crossing corridor,Wildlife crossing corridor (23.9%); Reduced night lighting (13.1%); Vegetation buffer (10.3%); Anti-collision window film (-39.8%)
228,41.8645,-87.65749999999998,30.0,0.16129032258064516,26.0,0.13449999999998852,1.0,0.553622264414799,Medium,0.553622264414799,0.43000874033501774,22.328134546836864,Wildlife crossing corridor,Wildlife crossing corridor (22.3%); Reduced night lighting (22.1%); Vegetation buffer (18.8%); Anti-collision window film (11.4%)
229,41.86750000000001,-87.65749999999998,109.0,0.7818181818181819,25.0,0.13449999999998852,0.0,0.24930742890522362,Low,0.24930742890522362,0.21645080353315238,13.179160170378223,Reduced night lighting,Reduced night lighting (13.2%); Vegetation buffer (4.8%); Wildlife crossing corridor (3.9%); Anti-collision window film (2.6%)
230,41.8705,-87.65749999999998,143.0,0.8402777777777778,35.0,0.13449999999998852,1.0,0.5710495179795063,Medium,0.5710495179795063,0.3025075056668237,47.02604657873469,Reduced night lighting,Reduced night lighting (47.0%); Wildlife crossing corridor (44.2%); Vegetation buffer (43.8%); Anti-collision window film (32.0%)
231,41.8735,-87.65749999999998,140.0,0.36879432624113473,37.0,0.13449999999998852,0.0,0.29192318755387503,Low,0.29192318755387503,0.20153900344623676,30.961632361238067,Wildlife crossing corridor,Wildlife crossing corridor (31.0%); Reduced night lighting (8.2%); Vegetation buffer (6.6%); Anti-collision window film (-29.8%)
232,41.87650000000001,-87.65749999999998,25.0,0.34615384615384615,26.0,0.13449999999998852,0.0,0.2539309097262916,Low,0.2539309097262916,0.22016603539093232,13.29687448123348,Reduced night lighting,Reduced night lighting (13.3%); Vegetation buffer (8.3%); Wildlife crossing corridor (6.4%); Anti-collision window film (-39.8%)
233,41.8795,-87.65749999999998,52.0,0.4339622641509434,12.0,0.13449999999998852,0.0,0.2628525530096546,Low,0.2628525530096546,0.23892590032006022,9.102689860012715,Vegetation buffer,Vegetation buffer (9.1%); Reduced night lighting (5.5%); Wildlife crossing corridor (1.6%); Anti-collision window film (-15.4%)
234,41.88250000000001,-87.65749999999998,67.0,0.5,23.0,0.13449999999998852,0.0,0.23137532621355802,Low,0.23137532621355802,0.2169406962671243,6.238621110839899,Vegetation buffer,Vegetation buffer (6.2%); Wildlife crossing corridor (1.6%); Reduced night lighting (1.1%); Anti-collision window film (-54.2%)
235,41.8855,-87.65749999999998,37.0,0.868421052631579,47.0,0.13449999999998852,1.0,0.6793642866562992,Medium,0.6793642866562992,0.41782245796886286,38.4980243772741,Wildlife crossing corridor,Wildlife crossing corridor (38.5%); Vegetation buffer (35.3%); Reduced night lighting (33.1%); Anti-collision window film (33.0%)
236,41.8885,-87.65749999999998,10.0,0.9090909090909091,37.0,0.13449999999998852,0.0,0.138718676531873,Low,0.138718676531873,0.09044251060788545,34.801489699114356,Wildlife crossing corridor,Wildlife crossing corridor (34.8%); Anti-collision window film (-1.0%); Vegetation buffer (-12.2%); Reduced night lighting (-30.2%)
237,41.8915,-87.65749999999998,207.0,0.8894230769230769,29.0,0.13449999999998852,0.0,0.019309568624970595,Low,0.019309568624970595,0.010215816647866298,47.09453718890701,Wildlife crossing corridor,Wildlife crossing corridor (47.1%); Reduced night lighting (5.9%); Vegetation buffer (-15.4%); Anti-collision window film (-44.4%)
238,41.89450000000001,-87.65749999999998,102.0,0.912621359223301,32.0,0.13449999999998852,0.0,0.05279120800146768,Low,0.05279120800146768,0.04874203287349656,7.670169487045169,Wildlife crossing corridor,Wildlife crossing corridor (7.7%); Reduced night lighting (-20.1%); Anti-collision window film (-26.9%); Vegetation buffer (-36.2%)
239,41.8975,-87.65749999999998,122.0,0.959349593495935,46.0,0.13449999999998852,0.0,0.0800467051529424,Low,0.0800467051529424,0.029998755658446376,62.52343478581808,Wildlife crossing corridor,Wildlife crossing corridor (62.5%); Anti-collision window film (4.7%); Vegetation buffer (-5.0%); Reduced night lighting (-21.0%)
240,41.900499999999994,-87.65749999999998,41.0,0.9523809523809523,19.0,0.13449999999998852,0.0,0.044995690571792715,Low,0.044995690571792715,0.044643392558064626,0.7829594551193323,Wildlife crossing corridor,Wildlife crossing corridor (0.8%); Vegetation buffer (-83.3%); Reduced night lighting (-87.9%); Anti-collision window film (-96.2%)
241,41.90350000000001,-87.65749999999998,20.0,0.6190476190476191,27.0,0.13449999999998852,0.0,0.051971809964462684,Low,0.051971809964462684,0.047249818702438065,9.085677918959192,Wildlife crossing corridor,Wildlife crossing corridor (9.1%); Reduced night lighting (6.5%); Vegetation buffer (-6.6%); Anti-collision window film (-53.2%)
242,41.9065,-87.65749999999998,17.0,0.6666666666666666,8.0,0.13449999999998852,0.0,0.04803535475546121,Low,0.04803535475546121,0.0514493561628463,-7.107268021158828,Wildlife crossing corridor,Wildlife crossing corridor (-7.1%); Reduced night lighting (-12.9%); Vegetation buffer (-17.2%); Anti-collision window film (-37.6%)
243,41.909499999999994,-87.65749999999998,11.0,0.4166666666666667,6.0,0.13449999999998852,0.0,0.039788966702089465,Low,0.039788966702089465,0.0412486188673765,-3.668484723958366,Wildlife crossing corridor,Wildlife crossing corridor (-3.7%); Vegetation buffer (-16.1%); Reduced night lighting (-26.4%); Anti-collision window film (-96.9%)
244,41.9125,-87.65749999999998,6.0,0.7142857142857143,4.0,0.13449999999998852,0.0,0.03705547409772889,Low,0.03705547409772889,0.028909709436110143,21.98262162328669,Wildlife crossing corridor,Wildlife crossing corridor (22.0%); Reduced night lighting (-4.9%); Vegetation buffer (-13.5%); Anti-collision window film (-56.5%)
245,41.9155,-87.65749999999998,32.0,0.9393939393939394,22.0,0.13449999999998852,0.0,0.04322990666934853,Low,0.04322990666934853,0.04655108533556321,-7.682595041477391,Wildlife crossing corridor,Wildlife crossing corridor (-7.7%); Vegetation buffer (-44.1%); Reduced night lighting (-55.7%); Anti-collision window film (-60.9%)
246,41.918499999999995,-87.65749999999998,226.0,0.9955947136563876,26.0,0.13449999999998852,0.0,0.0017914345238058858,Low,0.0017914345238058858,0.00256319510262632,-43.08059092111478,Wildlife crossing corridor,Wildlife crossing corridor (-43.1%); Reduced night lighting (-216.3%); Anti-collision window film (-2004.1%); Vegetation buffer (-2660.1%)
247,41.92150000000001,-87.65749999999998,8.0,0.8888888888888888,0.0,0.13449999999998852,0.0,0.02457504001133478,Low,0.02457504001133478,0.023528698305715755,4.25774161562471,Vegetation buffer,Vegetation buffer (4.3%); Wildlife crossing corridor (0.0%); Reduced night lighting (-7.5%); Anti-collision window film (-13.1%)
248,41.8315,-87.6545,162.0,0.8098159509202454,19.0,0.13150000000000261,0.0,0.025551973132933073,Low,0.025551973132933073,0.025551973132933073,0.0,Vegetation buffer,Vegetation buffer (0.0%); Wildlife crossing corridor (-24.0%); Reduced night lighting (-58.9%); Anti-collision window film (-74.8%)
249,41.8345,-87.6545,350.0,0.9715099715099715,29.0,0.13150000000000261,0.0,0.010563269431992437,Low,0.010563269431992437,0.01635040714801467,-54.78547861796485,Wildlife crossing corridor,Wildlife crossing corridor (-54.8%); Reduced night lighting (-233.6%); Vegetation buffer (-296.3%); Anti-collision window film (-461.7%)
250,41.8375,-87.6545,245.0,0.9512195121951219,53.0,0.13150000000000261,0.0,0.03790176991404538,Low,0.03790176991404538,0.013403435069090999,64.63638743127918,Wildlife crossing corridor,Wildlife crossing corridor (64.6%); Vegetation buffer (-44.8%); Reduced night lighting (-94.0%); Anti-collision window film (-97.3%)
251,41.840500000000006,-87.6545,347.0,0.8994252873563219,27.0,0.13150000000000261,0.0,0.03240173242287126,Low,0.03240173242287126,0.01928906108127055,40.469043971071535,Reduced night lighting,Reduced night lighting (40.5%); Vegetation buffer (20.2%); Wildlife crossing corridor (-3.0%); Anti-collision window film (-52.3%)
252,41.8435,-87.6545,142.0,0.916083916083916,26.0,0.13150000000000261,0.0,0.11712811828296649,Low,0.11712811828296649,0.08567980053375468,26.849503099876248,Reduced night lighting,Reduced night lighting (26.8%); Vegetation buffer (13.3%); Wildlife crossing corridor (-1.1%); Anti-collision window film (-5.6%)
253,41.8465,-87.6545,169.0,0.37058823529411766,19.0,0.13150000000000261,0.0,0.10555710727165614,Low,0.10555710727165614,0.10940821231699031,-3.648361673480854,Vegetation buffer,Vegetation buffer (-3.6%); Reduced night lighting (-17.9%); Wildlife crossing corridor (-18.1%); Anti-collision window film (-42.1%)
254,41.849500000000006,-87.6545,33.0,0.14705882352941177,0.0,0.13150000000000261,0.0,0.20313295257923958,Low,0.20313295257923958,0.20143789816850127,0.8344556553802303,Anti-collision window film,Anti-collision window film (0.8%); Wildlife crossing corridor (0.0%); Vegetation buffer (-1.6%); Reduced night lighting (-10.5%)
255,41.8525,-87.6545,37.0,0.5263157894736842,20.0,0.13150000000000261,0.0,0.2250931319608081,Low,0.2250931319608081,0.21919158095312014,2.62182633307333,Vegetation buffer,Vegetation buffer (2.6%); Reduced night lighting (-6.2%); Wildlife crossing corridor (-12.1%); Anti-collision window film (-37.9%)
256,41.855500000000006,-87.6545,253.0,0.9921259842519685,37.0,0.13150000000000261,0.0,0.07530662061765862,Low,0.07530662061765862,0.039556120972139334,47.47324916759864,Wildlife crossing corridor,Wildlife crossing corridor (47.5%); Vegetation buffer (-38.0%); Anti-collision window film (-67.4%); Reduced night lighting (-78.0%)
257,41.8585,-87.6545,241.0,0.9834710743801653,28.0,0.13150000000000261,0.0,0.04694469752108353,Low,0.04694469752108353,0.04809640844520446,-2.453335488217122,Wildlife crossing corridor,Wildlife crossing corridor (-2.5%); Vegetation buffer (-104.0%); Reduced night lighting (-128.3%); Anti-collision window film (-130.1%)
258,41.8615,-87.6545,13.0,0.14285714285714285,12.0,0.13150000000000261,0.0,0.2587485652741066,Low,0.2587485652741066,0.20342944578970026,21.379488394768007,Vegetation buffer,Vegetation buffer (21.4%); Anti-collision window film (19.5%); Reduced night lighting (11.1%); Wildlife crossing corridor (0.2%)
259,41.8645,-87.6545,55.0,0.16071428571428573,14.0,0.13150000000000261,0.0,0.28499915717274893,Low,0.28499915717274893,0.2804502939864805,1.5960970661787477,Wildlife crossing corridor,Wildlife crossing corridor (1.6%); Anti-collision window film (0.4%); Vegetation buffer (-0.0%); Reduced night lighting (-9.7%)
260,41.86750000000001,-87.6545,69.0,0.4714285714285714,15.0,0.13150000000000261,0.0,0.25032579747057054,Low,0.25032579747057054,0.24165358795366512,3.46436907603379,Vegetation buffer,Vegetation buffer (3.5%); Wildlife crossing corridor (-8.2%); Reduced night lighting (-11.5%); Anti-collision window film (-17.3%)
261,41.8705,-87.6545,194.0,0.9230769230769231,35.0,0.13150000000000261,1.0,0.5343804567227186,Medium,0.5343804567227186,0.25130137959272586,52.97332145454524,Vegetation buffer,Vegetation buffer (53.0%); Reduced night lighting (52.4%); Wildlife crossing corridor (48.9%); Anti-collision window film (38.4%)
262,41.8735,-87.6545,109.0,0.7636363636363637,13.0,0.13150000000000261,0.0,0.23260135273294477,Low,0.23260135273294477,0.23008120833910106,1.083460764193039,Reduced night lighting,Reduced night lighting (1.1%); Wildlife crossing corridor (-2.0%); Anti-collision window film (-2.5%); Vegetation buffer (-5.3%)
263,41.87650000000001,-87.6545,21.0,0.6818181818181818,15.0,0.13150000000000261,0.0,0.2399484803535756,Low,0.2399484803535756,0.25174446029853015,-4.916046947900066,Anti-collision window film,Anti-collision window film (-4.9%); Wildlife crossing corridor (-7.1%); Vegetation buffer (-7.1%); Reduced night lighting (-17.9%)
264,41.8795,-87.6545,40.0,0.4878048780487805,12.0,0.13150000000000261,2.0,0.41993701980079856,Medium,0.41993701980079856,0.3838491413121694,8.593640662056375,Vegetation buffer,Vegetation buffer (8.6%); Reduced night lighting (8.0%); Wildlife crossing corridor (4.7%); Anti-collision window film (-3.2%)
265,41.88250000000001,-87.6545,79.0,0.7,27.0,0.13150000000000261,0.0,0.24406075413391715,Low,0.24406075413391715,0.22733480707125953,6.853189945270768,Wildlife crossing corridor,Wildlife crossing corridor (6.9%); Reduced night lighting (3.8%); Vegetation buffer (-7.3%); Anti-collision window film (-9.3%)
266,41.8855,-87.6545,57.0,0.9137931034482759,54.0,0.13150000000000261,0.0,0.4554478972135474,Medium,0.4554478972135474,0.29530028699435934,35.16266321548063,Wildlife crossing corridor,Wildlife crossing corridor (35.2%); Anti-collision window film (30.4%); Vegetation buffer (23.2%); Reduced night lighting (16.5%)
267,41.8885,-87.6545,30.0,0.9032258064516129,35.0,0.13150000000000261,0.0,0.16740571612344024,Low,0.16740571612344024,0.11270370538396308,32.67630998880674,Wildlife crossing corridor,Wildlife crossing corridor (32.7%); Reduced night lighting (7.8%); Anti-collision window film (0.0%); Vegetation buffer (-4.5%)
268,41.8915,-87.6545,104.0,0.8571428571428571,47.0,0.13150000000000261,0.0,0.06990563833927248,Low,0.06990563833927248,0.05881510584468371,15.865004251535723,Wildlife crossing corridor,Wildlife crossing corridor (15.9%); Reduced night lighting (6.2%); Anti-collision window film (3.8%); Vegetation buffer (-2.1%)
269,41.89450000000001,-87.6545,42.0,0.8372093023255814,66.0,0.13150000000000261,0.0,0.06437530171421947,Low,0.06437530171421947,0.06825522401454646,-6.02703551985059,Reduced night lighting,Reduced night lighting (-6.0%); Wildlife crossing corridor (-11.1%); Vegetation buffer (-37.2%); Anti-collision window film (-50.6%)
270,41.8975,-87.6545,167.0,0.8571428571428571,39.0,0.13150000000000261,0.0,0.05834107856140354,Low,0.05834107856140354,0.02165096522255852,62.88898704577248,Wildlife crossing corridor,Wildlife crossing corridor (62.9%); Reduced night lighting (50.6%); Anti-collision window film (11.7%); Vegetation buffer (-33.9%)
271,41.900499999999994,-87.6545,7.0,0.375,2.0,0.13150000000000261,0.0,0.043899190820175196,Low,0.043899190820175196,0.043899190820175196,0.0,Reduced night lighting,Reduced night lighting (0.0%); Vegetation buffer (0.0%); Wildlife crossing corridor (0.0%); Anti-collision window film (-49.6%)
272,41.90350000000001,-87.6545,14.0,0.6666666666666666,22.0,0.13150000000000261,0.0,0.04938514140606352,Low,0.04938514140606352,0.05131250535498589,-3.9027203204195553,Reduced night lighting,Reduced night lighting (-3.9%); Vegetation buffer (-12.4%); Wildlife crossing corridor (-29.4%); Anti-collision window film (-30.8%)
273,41.9065,-87.6545,5.0,0.5,14.0,0.13150000000000261,0.0,0.04951278379684287,Low,0.04951278379684287,0.041477695538278014,16.228310432986,Vegetation buffer,Vegetation buffer (16.2%); Wildlife crossing corridor (7.9%); Reduced night lighting (-6.4%); Anti-collision window film (-100.3%)
274,41.909499999999994,-87.6545,13.0,0.6428571428571429,26.0,0.13150000000000261,0.0,0.03679257782636658,Low,0.03679257782636658,0.041172049054982444,-11.90313777219876,Reduced night lighting,Reduced night lighting (-11.9%); Wildlife crossing corridor (-24.1%); Vegetation buffer (-32.8%); Anti-collision window film (-46.6%)
275,41.9125,-87.6545,26.0,0.5925925925925926,34.0,0.13150000000000261,0.0,0.05142429940950024,Low,0.05142429940950024,0.032162770546631,37.45608415485933,Reduced night lighting,Reduced night lighting (37.5%); Wildlife crossing corridor (28.9%); Vegetation buffer (-2.9%); Anti-collision window film (-41.1%)
276,41.9155,-87.6545,191.0,0.890625,31.0,0.13150000000000261,0.0,0.022179044620454103,Low,0.022179044620454103,0.012575763884262417,43.29889271846852,Reduced night lighting,Reduced night lighting (43.3%); Wildlife crossing corridor (-9.8%); Vegetation buffer (-46.9%); Anti-collision window film (-50.4%)
277,41.918499999999995,-87.6545,233.0,0.9786324786324786,26.0,0.13150000000000261,0.0,0.003045530475927497,Low,0.003045530475927497,0.003817291054747931,-25.340760334548918,Wildlife crossing corridor,Wildlife crossing corridor (-25.3%); Reduced night lighting (-137.5%); Anti-collision window film (-1327.3%); Vegetation buffer (-1575.0%)
278,41.92150000000001,-87.6545,4.0,0.8,0.0,0.13150000000000261,0.0,0.01575828465162847,Low,0.01575828465162847,0.01369940912492302,13.065353064888853,Reduced night lighting,Reduced night lighting (13.1%); Vegetation buffer (12.5%); Wildlife crossing corridor (0.0%); Anti-collision window film (-20.1%)
279,41.8315,-87.6515,211.0,0.8679245283018868,20.0,0.1285000000000025,0.0,0.021243519248127122,Low,0.021243519248127122,0.018936500088946134,10.859872755708217,Vegetation buffer,Vegetation buffer (10.9%); Reduced night lighting (-12.7%); Wildlife crossing corridor (-31.6%); Anti-collision window film (-62.2%)
280,41.8345,-87.6515,265.0,0.924812030075188,20.0,0.1285000000000025,0.0,0.042844747169005604,Low,0.042844747169005604,0.018936500088946134,55.80204963224752,Reduced night lighting,Reduced night lighting (55.8%); Vegetation buffer (45.0%); Anti-collision window film (20.4%); Wildlife crossing corridor (12.7%)
281,41.8375,-87.6515,308.0,0.8737864077669902,32.0,0.1285000000000025,0.0,0.04363689586401717,Low,0.04363689586401717,0.020467714411790253,53.095393229682365,Wildlife crossing corridor,Wildlife crossing corridor (53.1%); Vegetation buffer (33.5%); Reduced night lighting (33.5%); Anti-collision window film (-25.1%)
282,41.840500000000006,-87.6515,368.0,0.9512195121951219,18.0,0.1285000000000025,0.0,0.00917031954767628,Low,0.00917031954767628,0.008746033783175414,4.626728243165521,Wildlife crossing corridor,Wildlife crossing corridor (4.6%); Vegetation buffer (-77.5%); Reduced night lighting (-148.6%); Anti-collision window film (-183.6%)
283,41.8435,-87.6515,122.0,0.967479674796748,19.0,0.1285000000000025,0.0,0.047205099862124775,Low,0.047205099862124775,0.04697131050182486,0.495262929180868,Wildlife crossing corridor,Wildlife crossing corridor (0.5%); Vegetation buffer (-48.2%); Anti-collision window film (-75.8%); Reduced night lighting (-99.2%)
284,41.8465,-87.6515,32.0,0.030303030303030304,17.0,0.1285000000000025,0.0,0.20526072268028084,Low,0.20526072268028084,0.19750773759655213,3.7771401086826284,Anti-collision window film,Anti-collision window film (3.8%); Wildlife crossing corridor (-5.9%); Vegetation buffer (-8.0%); Reduced night lighting (-8.9%)
285,41.849500000000006,-87.6515,6.0,0.0,0.0,0.1285000000000025,0.0,0.18018898331070937,Low,0.18018898331070937,0.18018898331070937,0.0,Anti-collision window film,Anti-collision window film (0.0%); Reduced night lighting (0.0%); Vegetation buffer (0.0%); Wildlife crossing corridor (0.0%)
286,41.8525,-87.6515,9.0,0.4,16.0,0.1285000000000025,0.0,0.13321361816854363,Low,0.13321361816854363,0.14721854320263167,-10.513133136560274,Vegetation buffer,Vegetation buffer (-10.5%); Reduced night lighting (-14.2%); Wildlife crossing corridor (-17.8%); Anti-collision window film (-49.8%)
287,41.855500000000006,-87.6515,241.0,0.9710743801652892,27.0,0.1285000000000025,0.0,0.03630285992305032,Low,0.03630285992305032,0.040630232591931825,-11.920197687052928,Wildlife crossing corridor,Wildlife crossing corridor (-11.9%); Vegetation buffer (-137.4%); Anti-collision window film (-151.9%); Reduced night lighting (-153.9%)
